date,series_id,value,series_description,frequency,frequency_description,units,units_description,project
2016-11-05,CCSA,2046000,Continuing Claims,w,weekly,lin,level,dashboard
2016-11-12,CCSA,2045000,Continuing Claims,w,weekly,lin,level,dashboard
2016-11-19,CCSA,2050000,Continuing Claims,w,weekly,lin,level,dashboard
2016-11-26,CCSA,2038000,Continuing Claims,w,weekly,lin,level,dashboard
2016-12-03,CCSA,2029000,Continuing Claims,w,weekly,lin,level,dashboard
2016-12-10,CCSA,2030000,Continuing Claims,w,weekly,lin,level,dashboard
2016-12-17,CCSA,2078000,Continuing Claims,w,weekly,lin,level,dashboard
2016-12-24,CCSA,2077000,Continuing Claims,w,weekly,lin,level,dashboard
2016-12-31,CCSA,2028000,Continuing Claims,w,weekly,lin,level,dashboard
2017-01-07,CCSA,2080000,Continuing Claims,w,weekly,lin,level,dashboard
2017-01-14,CCSA,2099000,Continuing Claims,w,weekly,lin,level,dashboard
2017-01-21,CCSA,2067000,Continuing Claims,w,weekly,lin,level,dashboard
2017-01-28,CCSA,2078000,Continuing Claims,w,weekly,lin,level,dashboard
2017-02-04,CCSA,2064000,Continuing Claims,w,weekly,lin,level,dashboard
2017-02-11,CCSA,2076000,Continuing Claims,w,weekly,lin,level,dashboard
2017-02-18,CCSA,2034000,Continuing Claims,w,weekly,lin,level,dashboard
2017-02-25,CCSA,2065000,Continuing Claims,w,weekly,lin,level,dashboard
2017-03-04,CCSA,2020000,Continuing Claims,w,weekly,lin,level,dashboard
2017-03-11,CCSA,2002000,Continuing Claims,w,weekly,lin,level,dashboard
2017-03-18,CCSA,2021000,Continuing Claims,w,weekly,lin,level,dashboard
2017-03-25,CCSA,2027000,Continuing Claims,w,weekly,lin,level,dashboard
2017-04-01,CCSA,1990000,Continuing Claims,w,weekly,lin,level,dashboard
2017-04-08,CCSA,1968000,Continuing Claims,w,weekly,lin,level,dashboard
2017-04-15,CCSA,1961000,Continuing Claims,w,weekly,lin,level,dashboard
2017-04-22,CCSA,1962000,Continuing Claims,w,weekly,lin,level,dashboard
2017-04-29,CCSA,1896000,Continuing Claims,w,weekly,lin,level,dashboard
2017-05-06,CCSA,1892000,Continuing Claims,w,weekly,lin,level,dashboard
2017-05-13,CCSA,1902000,Continuing Claims,w,weekly,lin,level,dashboard
2017-05-20,CCSA,1900000,Continuing Claims,w,weekly,lin,level,dashboard
2017-05-27,CCSA,1891000,Continuing Claims,w,weekly,lin,level,dashboard
2017-06-03,CCSA,1909000,Continuing Claims,w,weekly,lin,level,dashboard
2017-06-10,CCSA,1914000,Continuing Claims,w,weekly,lin,level,dashboard
2017-06-17,CCSA,1915000,Continuing Claims,w,weekly,lin,level,dashboard
2017-06-24,CCSA,1929000,Continuing Claims,w,weekly,lin,level,dashboard
2017-07-01,CCSA,1911000,Continuing Claims,w,weekly,lin,level,dashboard
2017-07-08,CCSA,1942000,Continuing Claims,w,weekly,lin,level,dashboard
2017-07-15,CCSA,1929000,Continuing Claims,w,weekly,lin,level,dashboard
2017-07-22,CCSA,1928000,Continuing Claims,w,weekly,lin,level,dashboard
2017-07-29,CCSA,1926000,Continuing Claims,w,weekly,lin,level,dashboard
2017-08-05,CCSA,1928000,Continuing Claims,w,weekly,lin,level,dashboard
2017-08-12,CCSA,1926000,Continuing Claims,w,weekly,lin,level,dashboard
2017-08-19,CCSA,1928000,Continuing Claims,w,weekly,lin,level,dashboard
2017-08-26,CCSA,1912000,Continuing Claims,w,weekly,lin,level,dashboard
2017-09-02,CCSA,1911000,Continuing Claims,w,weekly,lin,level,dashboard
2017-09-09,CCSA,1939000,Continuing Claims,w,weekly,lin,level,dashboard
2017-09-16,CCSA,1872000,Continuing Claims,w,weekly,lin,level,dashboard
2017-09-23,CCSA,1871000,Continuing Claims,w,weekly,lin,level,dashboard
2017-09-30,CCSA,1871000,Continuing Claims,w,weekly,lin,level,dashboard
2017-10-07,CCSA,1869000,Continuing Claims,w,weekly,lin,level,dashboard
2017-10-14,CCSA,1902000,Continuing Claims,w,weekly,lin,level,dashboard
2017-10-21,CCSA,1913000,Continuing Claims,w,weekly,lin,level,dashboard
2017-10-28,CCSA,1927000,Continuing Claims,w,weekly,lin,level,dashboard
2017-11-04,CCSA,1939000,Continuing Claims,w,weekly,lin,level,dashboard
2017-11-11,CCSA,1944000,Continuing Claims,w,weekly,lin,level,dashboard
2017-11-18,CCSA,1974000,Continuing Claims,w,weekly,lin,level,dashboard
2017-11-25,CCSA,1997000,Continuing Claims,w,weekly,lin,level,dashboard
2017-12-02,CCSA,1953000,Continuing Claims,w,weekly,lin,level,dashboard
2017-12-09,CCSA,1984000,Continuing Claims,w,weekly,lin,level,dashboard
2017-12-16,CCSA,2006000,Continuing Claims,w,weekly,lin,level,dashboard
2017-12-23,CCSA,1979000,Continuing Claims,w,weekly,lin,level,dashboard
2017-12-30,CCSA,1933000,Continuing Claims,w,weekly,lin,level,dashboard
2018-01-06,CCSA,1971000,Continuing Claims,w,weekly,lin,level,dashboard
2018-01-13,CCSA,1972000,Continuing Claims,w,weekly,lin,level,dashboard
2018-01-20,CCSA,1990000,Continuing Claims,w,weekly,lin,level,dashboard
2018-01-27,CCSA,1985000,Continuing Claims,w,weekly,lin,level,dashboard
2018-02-03,CCSA,1996000,Continuing Claims,w,weekly,lin,level,dashboard
2018-02-10,CCSA,1959000,Continuing Claims,w,weekly,lin,level,dashboard
2018-02-17,CCSA,1985000,Continuing Claims,w,weekly,lin,level,dashboard
2018-02-24,CCSA,1957000,Continuing Claims,w,weekly,lin,level,dashboard
2018-03-03,CCSA,1960000,Continuing Claims,w,weekly,lin,level,dashboard
2018-03-10,CCSA,1948000,Continuing Claims,w,weekly,lin,level,dashboard
2018-03-17,CCSA,1959000,Continuing Claims,w,weekly,lin,level,dashboard
2018-03-24,CCSA,1917000,Continuing Claims,w,weekly,lin,level,dashboard
2018-03-31,CCSA,1943000,Continuing Claims,w,weekly,lin,level,dashboard
2018-04-07,CCSA,1949000,Continuing Claims,w,weekly,lin,level,dashboard
2018-04-14,CCSA,1900000,Continuing Claims,w,weekly,lin,level,dashboard
2018-04-21,CCSA,1827000,Continuing Claims,w,weekly,lin,level,dashboard
2018-04-28,CCSA,1834000,Continuing Claims,w,weekly,lin,level,dashboard
2018-05-05,CCSA,1765000,Continuing Claims,w,weekly,lin,level,dashboard
2018-05-12,CCSA,1769000,Continuing Claims,w,weekly,lin,level,dashboard
2018-05-19,CCSA,1751000,Continuing Claims,w,weekly,lin,level,dashboard
2018-05-26,CCSA,1737000,Continuing Claims,w,weekly,lin,level,dashboard
2018-06-02,CCSA,1690000,Continuing Claims,w,weekly,lin,level,dashboard
2018-06-09,CCSA,1693000,Continuing Claims,w,weekly,lin,level,dashboard
2018-06-16,CCSA,1671000,Continuing Claims,w,weekly,lin,level,dashboard
2018-06-23,CCSA,1671000,Continuing Claims,w,weekly,lin,level,dashboard
2018-06-30,CCSA,1672000,Continuing Claims,w,weekly,lin,level,dashboard
2018-07-07,CCSA,1676000,Continuing Claims,w,weekly,lin,level,dashboard
2018-07-14,CCSA,1659000,Continuing Claims,w,weekly,lin,level,dashboard
2018-07-21,CCSA,1624000,Continuing Claims,w,weekly,lin,level,dashboard
2018-07-28,CCSA,1657000,Continuing Claims,w,weekly,lin,level,dashboard
2018-08-04,CCSA,1624000,Continuing Claims,w,weekly,lin,level,dashboard
2018-08-11,CCSA,1625000,Continuing Claims,w,weekly,lin,level,dashboard
2018-08-18,CCSA,1605000,Continuing Claims,w,weekly,lin,level,dashboard
2018-08-25,CCSA,1602000,Continuing Claims,w,weekly,lin,level,dashboard
2018-09-01,CCSA,1575000,Continuing Claims,w,weekly,lin,level,dashboard
2018-09-08,CCSA,1538000,Continuing Claims,w,weekly,lin,level,dashboard
2018-09-15,CCSA,1544000,Continuing Claims,w,weekly,lin,level,dashboard
2018-09-22,CCSA,1545000,Continuing Claims,w,weekly,lin,level,dashboard
2018-09-29,CCSA,1553000,Continuing Claims,w,weekly,lin,level,dashboard
2018-10-06,CCSA,1565000,Continuing Claims,w,weekly,lin,level,dashboard
2018-10-13,CCSA,1588000,Continuing Claims,w,weekly,lin,level,dashboard
2018-10-20,CCSA,1603000,Continuing Claims,w,weekly,lin,level,dashboard
2018-10-27,CCSA,1615000,Continuing Claims,w,weekly,lin,level,dashboard
2018-11-03,CCSA,1642000,Continuing Claims,w,weekly,lin,level,dashboard
2018-11-10,CCSA,1665000,Continuing Claims,w,weekly,lin,level,dashboard
2018-11-17,CCSA,1749000,Continuing Claims,w,weekly,lin,level,dashboard
2018-11-24,CCSA,1684000,Continuing Claims,w,weekly,lin,level,dashboard
2018-12-01,CCSA,1694000,Continuing Claims,w,weekly,lin,level,dashboard
2018-12-08,CCSA,1745000,Continuing Claims,w,weekly,lin,level,dashboard
2018-12-15,CCSA,1756000,Continuing Claims,w,weekly,lin,level,dashboard
2018-12-22,CCSA,1770000,Continuing Claims,w,weekly,lin,level,dashboard
2018-12-29,CCSA,1783000,Continuing Claims,w,weekly,lin,level,dashboard
2019-01-05,CCSA,1794000,Continuing Claims,w,weekly,lin,level,dashboard
2019-01-12,CCSA,1790000,Continuing Claims,w,weekly,lin,level,dashboard
2019-01-19,CCSA,1830000,Continuing Claims,w,weekly,lin,level,dashboard
2019-01-26,CCSA,1826000,Continuing Claims,w,weekly,lin,level,dashboard
2019-02-02,CCSA,1868000,Continuing Claims,w,weekly,lin,level,dashboard
2019-02-09,CCSA,1838000,Continuing Claims,w,weekly,lin,level,dashboard
2019-02-16,CCSA,1898000,Continuing Claims,w,weekly,lin,level,dashboard
2019-02-23,CCSA,1878000,Continuing Claims,w,weekly,lin,level,dashboard
2019-03-02,CCSA,1890000,Continuing Claims,w,weekly,lin,level,dashboard
2019-03-09,CCSA,1891000,Continuing Claims,w,weekly,lin,level,dashboard
2019-03-16,CCSA,1894000,Continuing Claims,w,weekly,lin,level,dashboard
2019-03-23,CCSA,1855000,Continuing Claims,w,weekly,lin,level,dashboard
2019-03-30,CCSA,1823000,Continuing Claims,w,weekly,lin,level,dashboard
2019-04-06,CCSA,1771000,Continuing Claims,w,weekly,lin,level,dashboard
2019-04-13,CCSA,1753000,Continuing Claims,w,weekly,lin,level,dashboard
2019-04-20,CCSA,1746000,Continuing Claims,w,weekly,lin,level,dashboard
2019-04-27,CCSA,1745000,Continuing Claims,w,weekly,lin,level,dashboard
2019-05-04,CCSA,1710000,Continuing Claims,w,weekly,lin,level,dashboard
2019-05-11,CCSA,1711000,Continuing Claims,w,weekly,lin,level,dashboard
2019-05-18,CCSA,1683000,Continuing Claims,w,weekly,lin,level,dashboard
2019-05-25,CCSA,1681000,Continuing Claims,w,weekly,lin,level,dashboard
2019-06-01,CCSA,1661000,Continuing Claims,w,weekly,lin,level,dashboard
2019-06-08,CCSA,1625000,Continuing Claims,w,weekly,lin,level,dashboard
2019-06-15,CCSA,1632000,Continuing Claims,w,weekly,lin,level,dashboard
2019-06-22,CCSA,1603000,Continuing Claims,w,weekly,lin,level,dashboard
2019-06-29,CCSA,1634000,Continuing Claims,w,weekly,lin,level,dashboard
2019-07-06,CCSA,1594000,Continuing Claims,w,weekly,lin,level,dashboard
2019-07-13,CCSA,1578000,Continuing Claims,w,weekly,lin,level,dashboard
2019-07-20,CCSA,1560000,Continuing Claims,w,weekly,lin,level,dashboard
2019-07-27,CCSA,1573000,Continuing Claims,w,weekly,lin,level,dashboard
2019-08-03,CCSA,1586000,Continuing Claims,w,weekly,lin,level,dashboard
2019-08-10,CCSA,1554000,Continuing Claims,w,weekly,lin,level,dashboard
2019-08-17,CCSA,1557000,Continuing Claims,w,weekly,lin,level,dashboard
2019-08-24,CCSA,1538000,Continuing Claims,w,weekly,lin,level,dashboard
2019-08-31,CCSA,1508000,Continuing Claims,w,weekly,lin,level,dashboard
2019-09-07,CCSA,1508000,Continuing Claims,w,weekly,lin,level,dashboard
2019-09-14,CCSA,1479000,Continuing Claims,w,weekly,lin,level,dashboard
2019-09-21,CCSA,1497000,Continuing Claims,w,weekly,lin,level,dashboard
2019-09-28,CCSA,1537000,Continuing Claims,w,weekly,lin,level,dashboard
2019-10-05,CCSA,1558000,Continuing Claims,w,weekly,lin,level,dashboard
2019-10-12,CCSA,1589000,Continuing Claims,w,weekly,lin,level,dashboard
2019-10-19,CCSA,1630000,Continuing Claims,w,weekly,lin,level,dashboard
2019-10-26,CCSA,1646000,Continuing Claims,w,weekly,lin,level,dashboard
2019-11-02,CCSA,1652000,Continuing Claims,w,weekly,lin,level,dashboard
2019-11-09,CCSA,1693000,Continuing Claims,w,weekly,lin,level,dashboard
2019-11-16,CCSA,1696000,Continuing Claims,w,weekly,lin,level,dashboard
2019-11-23,CCSA,1738000,Continuing Claims,w,weekly,lin,level,dashboard
2019-11-30,CCSA,1748000,Continuing Claims,w,weekly,lin,level,dashboard
2019-12-07,CCSA,1787000,Continuing Claims,w,weekly,lin,level,dashboard
2019-12-14,CCSA,1797000,Continuing Claims,w,weekly,lin,level,dashboard
2019-12-21,CCSA,1791000,Continuing Claims,w,weekly,lin,level,dashboard
2019-12-28,CCSA,1899000,Continuing Claims,w,weekly,lin,level,dashboard
2020-01-04,CCSA,1879000,Continuing Claims,w,weekly,lin,level,dashboard
2020-01-11,CCSA,1855000,Continuing Claims,w,weekly,lin,level,dashboard
2020-01-18,CCSA,1823000,Continuing Claims,w,weekly,lin,level,dashboard
2020-01-25,CCSA,1897000,Continuing Claims,w,weekly,lin,level,dashboard
2020-02-01,CCSA,1848000,Continuing Claims,w,weekly,lin,level,dashboard
2020-02-08,CCSA,1879000,Continuing Claims,w,weekly,lin,level,dashboard
2020-02-15,CCSA,1878000,Continuing Claims,w,weekly,lin,level,dashboard
2020-02-22,CCSA,1890000,Continuing Claims,w,weekly,lin,level,dashboard
2020-02-29,CCSA,1886000,Continuing Claims,w,weekly,lin,level,dashboard
2020-03-07,CCSA,1887000,Continuing Claims,w,weekly,lin,level,dashboard
2020-03-14,CCSA,1989000,Continuing Claims,w,weekly,lin,level,dashboard
2020-03-21,CCSA,3238000,Continuing Claims,w,weekly,lin,level,dashboard
2020-03-28,CCSA,8004000,Continuing Claims,w,weekly,lin,level,dashboard
2020-04-04,CCSA,12396000,Continuing Claims,w,weekly,lin,level,dashboard
2020-04-11,CCSA,16193000,Continuing Claims,w,weekly,lin,level,dashboard
2020-04-18,CCSA,17789000,Continuing Claims,w,weekly,lin,level,dashboard
2020-04-25,CCSA,21750000,Continuing Claims,w,weekly,lin,level,dashboard
2020-05-02,CCSA,20939000,Continuing Claims,w,weekly,lin,level,dashboard
2020-05-09,CCSA,23130000,Continuing Claims,w,weekly,lin,level,dashboard
2020-05-16,CCSA,19153000,Continuing Claims,w,weekly,lin,level,dashboard
2020-05-23,CCSA,19194000,Continuing Claims,w,weekly,lin,level,dashboard
2020-05-30,CCSA,19216000,Continuing Claims,w,weekly,lin,level,dashboard
2020-06-06,CCSA,18743000,Continuing Claims,w,weekly,lin,level,dashboard
2020-06-13,CCSA,17860000,Continuing Claims,w,weekly,lin,level,dashboard
2020-06-20,CCSA,17501000,Continuing Claims,w,weekly,lin,level,dashboard
2020-06-27,CCSA,16610000,Continuing Claims,w,weekly,lin,level,dashboard
2020-07-04,CCSA,17273000,Continuing Claims,w,weekly,lin,level,dashboard
2020-07-11,CCSA,16251000,Continuing Claims,w,weekly,lin,level,dashboard
2020-07-18,CCSA,16799000,Continuing Claims,w,weekly,lin,level,dashboard
2020-07-25,CCSA,15929000,Continuing Claims,w,weekly,lin,level,dashboard
2020-08-01,CCSA,15255000,Continuing Claims,w,weekly,lin,level,dashboard
2020-08-08,CCSA,14184000,Continuing Claims,w,weekly,lin,level,dashboard
2020-08-15,CCSA,13910000,Continuing Claims,w,weekly,lin,level,dashboard
2020-08-22,CCSA,13217000,Continuing Claims,w,weekly,lin,level,dashboard
2020-08-29,CCSA,13501000,Continuing Claims,w,weekly,lin,level,dashboard
2020-09-05,CCSA,12765000,Continuing Claims,w,weekly,lin,level,dashboard
2020-09-12,CCSA,12684000,Continuing Claims,w,weekly,lin,level,dashboard
2020-09-19,CCSA,11367000,Continuing Claims,w,weekly,lin,level,dashboard
2020-09-26,CCSA,10481000,Continuing Claims,w,weekly,lin,level,dashboard
2020-10-03,CCSA,9270000,Continuing Claims,w,weekly,lin,level,dashboard
2020-10-10,CCSA,8425000,Continuing Claims,w,weekly,lin,level,dashboard
2020-10-17,CCSA,7777000,Continuing Claims,w,weekly,lin,level,dashboard
2020-10-24,CCSA,7180000,Continuing Claims,w,weekly,lin,level,dashboard
2020-10-31,CCSA,6705000,Continuing Claims,w,weekly,lin,level,dashboard
2020-11-07,CCSA,6341000,Continuing Claims,w,weekly,lin,level,dashboard
2020-11-14,CCSA,6088000,Continuing Claims,w,weekly,lin,level,dashboard
2020-11-21,CCSA,5580000,Continuing Claims,w,weekly,lin,level,dashboard
2020-11-28,CCSA,5784000,Continuing Claims,w,weekly,lin,level,dashboard
2020-12-05,CCSA,5609000,Continuing Claims,w,weekly,lin,level,dashboard
2020-12-12,CCSA,5416000,Continuing Claims,w,weekly,lin,level,dashboard
2020-12-19,CCSA,5332000,Continuing Claims,w,weekly,lin,level,dashboard
2020-12-26,CCSA,5181000,Continuing Claims,w,weekly,lin,level,dashboard
2021-01-02,CCSA,5330000,Continuing Claims,w,weekly,lin,level,dashboard
2021-01-09,CCSA,5069000,Continuing Claims,w,weekly,lin,level,dashboard
2021-01-16,CCSA,4877000,Continuing Claims,w,weekly,lin,level,dashboard
2021-01-23,CCSA,4789000,Continuing Claims,w,weekly,lin,level,dashboard
2021-01-30,CCSA,4658000,Continuing Claims,w,weekly,lin,level,dashboard
2021-02-06,CCSA,4599000,Continuing Claims,w,weekly,lin,level,dashboard
2021-02-13,CCSA,4495000,Continuing Claims,w,weekly,lin,level,dashboard
2021-02-20,CCSA,4406000,Continuing Claims,w,weekly,lin,level,dashboard
2021-02-27,CCSA,4227000,Continuing Claims,w,weekly,lin,level,dashboard
2021-03-06,CCSA,4185000,Continuing Claims,w,weekly,lin,level,dashboard
2021-03-13,CCSA,3970000,Continuing Claims,w,weekly,lin,level,dashboard
2021-03-20,CCSA,3887000,Continuing Claims,w,weekly,lin,level,dashboard
2021-03-27,CCSA,3859000,Continuing Claims,w,weekly,lin,level,dashboard
2021-04-03,CCSA,3830000,Continuing Claims,w,weekly,lin,level,dashboard
2021-04-10,CCSA,3779000,Continuing Claims,w,weekly,lin,level,dashboard
2021-04-17,CCSA,3776000,Continuing Claims,w,weekly,lin,level,dashboard
2021-04-24,CCSA,3767000,Continuing Claims,w,weekly,lin,level,dashboard
2021-05-01,CCSA,3756000,Continuing Claims,w,weekly,lin,level,dashboard
2021-05-08,CCSA,3737000,Continuing Claims,w,weekly,lin,level,dashboard
2021-05-15,CCSA,3618000,Continuing Claims,w,weekly,lin,level,dashboard
2021-05-22,CCSA,3575000,Continuing Claims,w,weekly,lin,level,dashboard
2021-05-29,CCSA,3422000,Continuing Claims,w,weekly,lin,level,dashboard
2021-06-05,CCSA,3350000,Continuing Claims,w,weekly,lin,level,dashboard
2021-06-12,CCSA,3268000,Continuing Claims,w,weekly,lin,level,dashboard
2021-06-19,CCSA,3263000,Continuing Claims,w,weekly,lin,level,dashboard
2021-06-26,CCSA,3176000,Continuing Claims,w,weekly,lin,level,dashboard
2021-07-03,CCSA,3049000,Continuing Claims,w,weekly,lin,level,dashboard
2021-07-10,CCSA,3001000,Continuing Claims,w,weekly,lin,level,dashboard
2021-07-17,CCSA,2959000,Continuing Claims,w,weekly,lin,level,dashboard
2021-07-24,CCSA,2721000,Continuing Claims,w,weekly,lin,level,dashboard
2021-07-31,CCSA,2631000,Continuing Claims,w,weekly,lin,level,dashboard
2021-08-07,CCSA,2657000,Continuing Claims,w,weekly,lin,level,dashboard
2021-08-14,CCSA,2627000,Continuing Claims,w,weekly,lin,level,dashboard
2021-08-21,CCSA,2580000,Continuing Claims,w,weekly,lin,level,dashboard
2021-08-28,CCSA,2558000,Continuing Claims,w,weekly,lin,level,dashboard
2021-09-04,CCSA,2430000,Continuing Claims,w,weekly,lin,level,dashboard
2021-09-11,CCSA,2523000,Continuing Claims,w,weekly,lin,level,dashboard
2021-09-18,CCSA,2602000,Continuing Claims,w,weekly,lin,level,dashboard
2021-09-25,CCSA,2532000,Continuing Claims,w,weekly,lin,level,dashboard
2021-10-02,CCSA,2497000,Continuing Claims,w,weekly,lin,level,dashboard
2021-10-09,CCSA,2431000,Continuing Claims,w,weekly,lin,level,dashboard
2021-10-16,CCSA,2250000,Continuing Claims,w,weekly,lin,level,dashboard
2021-10-23,CCSA,2175000,Continuing Claims,w,weekly,lin,level,dashboard
2021-10-30,CCSA,2209000,Continuing Claims,w,weekly,lin,level,dashboard
2021-11-06,CCSA,2101000,Continuing Claims,w,weekly,lin,level,dashboard
2021-11-13,CCSA,2007000,Continuing Claims,w,weekly,lin,level,dashboard
2021-11-20,CCSA,1902000,Continuing Claims,w,weekly,lin,level,dashboard
2021-11-27,CCSA,1964000,Continuing Claims,w,weekly,lin,level,dashboard
2021-12-04,CCSA,1854000,Continuing Claims,w,weekly,lin,level,dashboard
2021-12-11,CCSA,1833000,Continuing Claims,w,weekly,lin,level,dashboard
2021-12-18,CCSA,1701000,Continuing Claims,w,weekly,lin,level,dashboard
2021-12-25,CCSA,1778000,Continuing Claims,w,weekly,lin,level,dashboard
2022-01-01,CCSA,1765000,Continuing Claims,w,weekly,lin,level,dashboard
2022-01-08,CCSA,1793000,Continuing Claims,w,weekly,lin,level,dashboard
2022-01-15,CCSA,1794000,Continuing Claims,w,weekly,lin,level,dashboard
2022-01-22,CCSA,1777000,Continuing Claims,w,weekly,lin,level,dashboard
2022-01-29,CCSA,1761000,Continuing Claims,w,weekly,lin,level,dashboard
2022-02-05,CCSA,1753000,Continuing Claims,w,weekly,lin,level,dashboard
2022-02-12,CCSA,1703000,Continuing Claims,w,weekly,lin,level,dashboard
2022-02-19,CCSA,1692000,Continuing Claims,w,weekly,lin,level,dashboard
2022-02-26,CCSA,1740000,Continuing Claims,w,weekly,lin,level,dashboard
2022-03-05,CCSA,1689000,Continuing Claims,w,weekly,lin,level,dashboard
2022-03-12,CCSA,1661000,Continuing Claims,w,weekly,lin,level,dashboard
2022-03-19,CCSA,1631000,Continuing Claims,w,weekly,lin,level,dashboard
2022-03-26,CCSA,1633000,Continuing Claims,w,weekly,lin,level,dashboard
2022-04-02,CCSA,1590000,Continuing Claims,w,weekly,lin,level,dashboard
2022-04-09,CCSA,1527000,Continuing Claims,w,weekly,lin,level,dashboard
2022-04-16,CCSA,1521000,Continuing Claims,w,weekly,lin,level,dashboard
